,International Journal of Modern Sciences and Engineering Technology (IJMSET)
,International Journal of Modern Trends in Engineering and Science (IJMTES)
,International Journal of Molecular Sciences
,International Journal of Mosquito Research
,International Journal of Multidisciplinary and Current Research (IJMCR)
,International Journal of Multidisciplinary and Scientific Emerging Research (IJMSER) also here
,International Journal of Multidisciplinary Approach & Studies (IJMAS)
,International Journal of Multidisciplinary Consortium (IJMC)
,International Journal of Multidisciplinary Education and Research (IJMER)
,International Journal of Multidisciplinary Educational Research (IJMER)
,International Journal of Multidisciplinary Health Sciences
,International Journal of Multidisciplinary Research and Development
,International Journal of Multidisciplinary Research and Information
,International Journal of Multidisciplinary Research and Modern Education
,International Journal Of Multidisciplinary Research and Review (IJMRR)
,International Journal of Multidisciplinary Research And Studies (IJMRAS)
,International Journal of Multidisciplinary Research Review (IJMDRR)
,International Journal of Multidisciplinary Sciences and Engineering (IJMSE)
,International Journal of Nanomedicine
,International Journal of Neonatal Screening
,International Journal of Nephrology
,International Journal of Network Security (IJNS)
,International Journal of Network Service and Technologies (IJNST)
,International Journal of New Innovations in Engineering and Technology (IJNIET)
,International Journal of New Technologies in Science and Engineering (IJNTSE)
,International Journal of New Technology and Research
,"International Journal of New Trends in Arts, Sports & Science Education (IJTASE)"
,International Journal of Nonferrous Metallurgy
,International Journal of Novel Research and Development (IJNRD)
,International Journal of Novel Trends in Pharmaceutical Sciences (IJNTPS)
,International Journal of Nursing
,International Journal of Obstetrics and Gynaecology Research (IJOGR)
,International Journal of Oncology Science (IJOS)
,International Journal of Optics
,International Journal of Oral Health and Medical Research (IJOHMR)
,International Journal of Organic Chemistry
,International Journal of Orthopaedics Sciences (IJOS)
,International Journal of Otolaryngology
,International Journal of Otolaryngology and Head & Neck Surgery
,International Journal of Pediatrics (IJP)
,International Journal of Pharma and Bio Sciences (IJPBS)
,International Journal of Pharma Professional’s Research
,International Journal of Pharmaceutical & Research Science (IJPRS)
,International Journal of Pharmaceutical and Biological Science Archive (IJPBA)
,International Journal of Pharmaceutical and Biomedical Research
,International Journal of Pharmaceutical and Clinical Research
,International Journal of Pharmaceutical and Phytopharmacological Research (eIJPPR)
,International Journal of Pharmaceutical Quality Assurance and Pharmaceutical Analysis
,International Journal of Pharmaceutical Research and Allied Sciences (IJPRAS)​
,International Journal of Pharmaceutical Research and Applications (IJPRA)
,International Journal of Pharmaceutical Research and Bioscience (IJPRBS)
,International Journal of Pharmaceutical Research and Development (IJPRD)
,International Journal of Pharmaceutical Science Invention (IJPSI)
,International Journal of Pharmaceutical Sciences and Business Management
,International Journal of Pharmaceutical Sciences and Drug Research
,International Journal of Pharmaceutical Sciences and Research (IJPSR)
,International Journal of Pharmaceutical Sciences Letters (IJPSL)
,International Journal of Pharmaceutical Sciences Review and Research
,International Journal of Pharmaceuticals and Health Care Research (IJPHR)
,International Journal of Pharmacognosy and Phytochemical Research (IJPPR)
,International Journal of Pharmacognosy (IJP)
,International Journal of Pharmacology and Physiology (IJPP)
,International Journal of Pharmacy
,International Journal of Pharmacy & Industrial Research (IJPIR)
,International Journal of Pharmacy and Pharmaceutical Research (IJPPR)
,International Journal of Pharmacy and Pharmaceutical Sciences
,International Journal of Pharmacy and Technology (IJPT)
,International Journal of Photoenergy
,"International Journal of Physical Education, Sports and Health"
,International Journal of Physiotherapy (IJPHY)
,International Journal of Plant Biology
,"International Journal of Plant, Animal and Environmental Sciences"
,International Journal of Polymer Science
,International Journal of Power Electronics Engineering
,International Journal of Precious Engineering Research and Applications (IJPERA)
,International Journal of Preclinical and Pharmaceutical Research (IJPPR)​
,"International Journal of Printing, Packaging & Allied Sciences (IJPPAS)"
,International Journal of Psycho-Educational Sciences
,International Journal of Psychology and Behavioral Research (IJPBR)
,International Journal of Psychology and Educational Studies (IJPES)
,International Journal of Public Health
,International Journal of Pure & Applied Bioscience (IJPAB)
,International Journal of Pure and Applied Zoology (IJPAZ)
,International Journal of Recent Advances in Multidisciplinary Research (IJRAMR)
,International Journal of Recent Development in Engineering and Technology (IJRDET)
,International Journal of Recent Engineering Research and Development (IJRERD)
,International Journal of Recent Research and Applied Studies (IJRRAS)
,"International Journal of Recent Research in Science, Engineering and Technology (IJRRSET)"
,International Journal of Recent Scientific Research
,International Journal of Recent Surgical and Medical Sciences (IJRSMS)
,International Journal of Recent Technology and Engineering (IJRTE)
,International Journal of Recent Trends in Electrical & Electronics Engineering (IJRTE)
,International Journal of Recent Trends in Engineering & Research (IJRTER)
,International Journal of Reconfigurable Computing
,International Journal of Remote Sensing and Geoscience (IJRSG)
,International Journal of Renewable Energy Research (IJRER)
,"International Journal of Reproduction, Contraception, Obstetrics and Gynecology (IJRCOG)"
,International Journal of Reproductive Medicine
,International Journal of Research and Applications (IJRA)
,International Journal of Research and Current Development (IJRCD)
,International Journal of Research and Development in Pharmacy & Life Sciences (IJRDPL)
,International Journal of Research and Development in Technology & Management Sciences Kailash (IJRDTM-Kailash)
,International Journal of Research and Engineering (IJRE)
,International Journal of Research and Innovation in Computer Engineering (IJRICE)
,International Journal of Research and Science Publication (IJRSP)
,International Journal of Research Culture Society (IJRCS)
,International Journal of Research Development (IJORD)
,International Journal of Research GRANTHAALAYAH
,International Journal of Research in Advanced Engineering and Technology
,International Journal of Research In Advanced Engineering Technologies (IJRAET)
,International Journal of Research in Aeronautical and Mechanical Engineering (IJRAME)
,International Journal of Research in Agricultural Sciences (IJRAS)
,International Journal of Research in Agriculture and Forestry (IJRAF)
,International Journal of Research in Ayurveda and Pharmacy IJRAP
,International Journal of Research in Business Studies and Management (IJRBSM)
,International Journal of Research in Computer and Communication Technology
,International Journal of Research in Computer Applications and Robotics (IJRCAR)
,International Journal of Research in Computer Engineering & Electronics (IJRCEE)
,International Journal of Research in Computer Science
,International Journal of Research in Computer Technology
,International Journal of Research in Education and Science
,International Journal of Research in Education and Social Science (IJRESS)
,International Journal of Research in Electronics & Communication Technology (IJRECT)
,International Journal of Research in Engineering and Advanced Technology (IJREAT)
,International Journal of Research in Engineering and Science (IJREAS)
,International Journal of Research in Engineering and Science (IJRES)
,International Journal of Research in Engineering and Technology (IJRET)
,International Journal of Research in Humanities and Social Sciences (IJRHSS)
,International Journal of Research in Library Science (IJRLS)
,International Journal of Research in Management & Business Studies (IJRMBS)
,International Journal of Research in Mechanical Engineering and Technology (IJRMET)
,International Journal of Research in Medical & Applied Sciences (IJRMAS)
,International Journal of Research in Medical and Dental Sciences
,International Journal of Research in Medical Sciences (IJRMS)
,International Journal of Research in Pharmacy and Biosciences (IJRPB)
,International Journal of Research in Pharmacy and Science (IJRPS)
,International Journal of Research in Science & Engineering (IJRISE)
,International Journal of Research in Science & Technology (IJRST)
,International Journal of Research in Wireless Systems (IJRWS)​
,International Journal of Research Methodology (IJRM)
,International Journal of Research Publications in Engineering and Technology (IJRPET)
,International Journal of Research Science and Management (IJRSM)
,International Journal of Review in Applied and Social Sciences (IJRASS)
,International Journal of Review in Life Sciences (IJRLS) Also: Hijacked version
,International Journal of Reviews in Computing
,"International Journal of Reviews, Surveys and Research (IJRSR)"
,International Journal of RF and Microwave Computer-Aided Engineering
,International Journal of Rheumatology
,International Journal of Rotating Machinery
,International Journal of Sanskrit Research
,International Journal of Science & Engineering Development Research (IJSDR)
,International Journal of Science & Technology (IJST)
,International Journal of Science and Advanced Technology (IJSAT)
,International Journal of Science and Engineering Applications (IJSEA)
,International Journal of Science and Engineering Investigations (IJSEI)
,International Journal of Science and Research
,International Journal of Science and Research Methodology (IJSRM)
,International Journal of Science and Technology
,International Journal of Science Commerce and Humanities (IJSCH)
,International Journal of Science Culture and Sport (IntJSCS)
,International Journal of Science Engineering and Advance Technology (IJSEAT)
,International Journal of Science Environment and Technology
,International Journal of Science Innovations and Discoveries
,International Journal Of Science Technology & Management (IJSTM)
,International Journal of Science Technology and Engineering
,"International Journal of Science, Engineering and Technology Research (IJSETR)"
,International Journal of Sciences and Applied Research (IJSAR)
,International Journal of Sciences (IJSciences)
,International Journal of Scientific & Technology Research (IJSTR)
,International Journal of Scientific and Engineering Research (IJSER)
,International Journal of Scientific and Research Publications (IJSRP)
,International Journal of Scientific and Research (IJSR)
,International Journal of Scientific and Technical Advancements (IJSTA)
,International Journal of Scientific Engineering and Applied Science (IJSEAS)
,International Journal of Scientific Engineering and Science (IJSES)
,International Journal of Scientific Engineering and Technology
,International Journal of Scientific Engineering and Technology Research (IJSETR)
,International Journal of Scientific Management and Development (IJSMD)
,International Journal of Scientific Progress & Research (IJSPR)
,International Journal of Scientific Research & Management Studies (IJSRMS)
,International Journal of Scientific Research and Application (IJSRA Publishing)
,International Journal Of Scientific Research And Education (IJSRE)
,International Journal of Scientific Research and Engineering Trends (IJSRET)
,International Journal of Scientific Research and Innovative Technology (IJSRIT)
,International Journal of Scientific Research and Management (IJSRM)
,International Journal of Scientific Research Engineering & Technology (IJSRET)
,International Journal of Scientific Research in Education
,International Journal of Scientific Research in Information Systems and Engineering (IJSRISE)
,International Journal of Scientific Research (IJScR)
,International Journal of Scientific Research (IJSR)
,International Journal of Scientific Study
,International Journal of Signal Processing Systems (IJSPS)
,International Journal of Social Science & Economic Research (IJSSER)
,International Journal of Social Science and Business (IJSSB)
,International Journal of Social Science and Humanity Research (IJSSHR)
,International Journal of Social Science and Humanity (IJSSH)
,International Journal of Social Sciences and Education (IJSSE)
,International Journal of Social Sciences and Entrepreneurship (IJSSE)
,International Journal of Social Sciences and Information Technology (IJSSIT)
,International Journal of Society and Technology
,"International Journal of Society, Culture & Language (IJSCL)"
,International Journal of Soft Computing and Engineering
,International Journal of Sport Studies (IJSS)
,International Journal of Surgical Oncology
,International Journal of Sustainable Development (see OIDA International Journal of Sustainable Development)
,International Journal of Teacher Educational Research (IJTER)
,International Journal of Technical Research and Applications (IJTRA)
,International Journal of Technical Research and Innovation (IJTRI)
,International Journal of Technology and Computing (IJTC)
,International Journal of Technology Enhancements and Emerging Engineering Research (IJTEEE)
,"International Journal of Technology, Education, and Resource Management (IJTERM)"
,"International Journal of Technology, Management and Humanities (IJTMH)"
,International Journal of Telemedicine and Applications
,International Journal of Therapeutic Applications (IJTA)
,International Journal of Toxicological and Pharmacological Research
,International Journal of Translational Medicine
,International Journal of Trend in Research and Development (IJTRD)
,International Journal of Trend in Scientific Research and Development (IJTSRD)
,International Journal of Trends in Economics Management and Technology (IJTEMT)
,"International Journal of Turbomachinery, Propulsion and Power"
,International Journal of Universal Pharmacy and Bio Sciences (IJUPBS)
,International Journal of Vascular Medicine
,International Journal of Veterinary Science
,International Journal of Wind and Renewable Energy (IJWRE)
,International Journal of Wisdom Based Computing
,International Journal of World Research
,International Journal of Zoology
,International Journal of Zoology Studies
,International Journal on Recent and Innovation Trends in Computing and Communication (IJRITCC)
,International Journal on Recent Technologies in Mechanical and Electrical Engineering (IJRMEE)
,International Journal on Recent Trends in Life Science and Mathematics (IJRTLSM)
,International Journal on Research Methodologies in Physics and Chemistry (IJRMPC)
,International Journal Online of Humanities (IJOHMN)
,"International Letters of Chemistry, Physics and Astronomy"
,International Letters of Natural Sciences
,International Letters of Social and Humanistic Sciences
,International Medical Education
,International Medical Journal (hijacker of a legitimate journal)
,International Multidisciplinary Research Journal
,International Multispeciality Journal of Health
,International New Arts and Sciences Research Journal​ (look out for malware/viruses)
,"International Proceedings of Chemical, Biological and Environmental Engineering (IPCBEE)"
,International Refereed Journal Of Architecture and Design
,International Refereed Journal of Engineering and Science (IRJES)
,International Refereed Journal of Scientific Research in Engineering (IRJSRE) – the same fake editorial board as IJMER
,International Research and Publications in Medical Sciences (IRPMS)
,International Research Journal of Advanced Engineering and Science (IRJAES)
,International Research Journal of Advanced Engineering in Frontiers (IRJEF)
,International Research Journal of Applied and Basic Sciences (IRJABS)
,International Research Journal of Applied Finance
,International Research Journal of Engineering and Technology (IRJET) (new website here)
,International Research Journal of Finance and Economics
,International Research Journal of Management Sciences (IRJMS)
,International Research Journal of Multidisciplinary Science & Technology (IRJMRS)
,International Research Journal of Pharmaceutical and Applied Sciences (IRJPAS)
,International Research Journal of Pharmaceutical Sciences (IRJPS)
,International Research Journal of Pharmacy (IRJP)
,International Research Journal of Sustainable Science & Engineering (IRJSSE)
,International Researchers
,International Review of Basic and Applied Sciences (IRBAS)
,International Review of Humanities and Scientific Research (IRHSR)
,International Review of Management and Business Research (IRMBR)
,International Review of Social Sciences and Humanities
,International Science and Investigation Journal (ISIJ)
,"International Scientific Investigations (ISI, Проблемы и перспективы современной науки)"
,International Scientific Journal Theoretical & Applied Science
,International Scientific Research Journal (IRJ.Science)
,International Technical Sciences Journal (ITSJ)
,International Transactions on Electrical Energy Systems
,Internet Journal of Rheumatology and Clinical Immunology (published by ChanRe Journals)
,Invention Journal of Research Technology in Engineering & Management (IJRTEM)
,Inventions
,IOSR Journal of Engineering
,IoT
,Iraqi National Journal of Chemistry (IQNJC)
,ISPRS International Journal of Geo-Information
,Istoriâ Zmievskogo kraâ
,Italian Journal of Science & Engineering
,J
,JACOTECH (Journal of Advanced Computing and Communication Technologies)
,Jai Maa Saraswati Gyandayini
,Journal de Afrikana
,Journal der Pharmazie Forschung (RAPSR)
,Journal for Research (Journal 4 Research - J4R)
,Journal Francophone de Cas Clinique
,Journal of Academia and Industrial Research
,Journal of Accounting and Applied Business Research (JAAABR)
,"Journal of Accounting, Ethics & Public Policy"
,Journal of Addiction
,Journal of Advanced Agricultural Technologies (JOAAT)
,Journal of Advanced Medical and Dental Sciences Research (JAMDSR)
,"Journal of Advanced Studies in Agricultural, Biological and Environmental Sciences (JABE)"
,Journal of Advanced Transportation
,Journal of Advanced Veterinary and Animal Research (JAVAR)
,Journal of Advances in Civil Engineering (JACE)
,Journal of Advances in Electronics and Communication Engineering (JAECE)
,Journal of Advances in Information Technology (JAIT)
,Journal of Advances in Internal Medicine
,Journal of Advances in Mathematics and Computer Science (JAMCS) (associated with ScienceDomain International)
,Journal of Advances in Medicine and Medical Research (JAMMR) (associated with ScienceDomain International)
,Journal of Advances in Science and Technology (JADBM)
,Journal of Advances in Social Science and Humanities
,Journal of Ageing and Longevity
,Journal of Aging Research
,Journal of Agricultural Chemistry and Environment
,Journal of Agriculture & Life Sciences (JALS)
,"Journal of Agriculture, Forestry & Environmental Sciences"
,Journal of American Academic Research (JAAR)
,Journal of American Physicians and Surgeons (JPANDS)
,Journal of Anaesthesia and Critical Care Case Reports
,Journal of Analytical Methods in Chemistry
,Journal of Analytical Research
,"Journal of Analytical Sciences, Methods and Instrumentation"
,"Journal of Animal and Plant Sciences (Nairobi, Kenya)"
,Journal of Animal and Poultry Sciences (JAPSC)
,Journal of Applicable Chemistry
,Journal of Applied Biology & Biotechnology (JABB)
,"Journal of Applied Bio-Science, Medicine, and Biology"
,Journal of Applied Economics and Business
,Journal of Applied Ichthyology
,Journal of Applied Linguistics (Dubai)
,Journal of Applied Linguistics and Language Research (JALLR)
,Journal of Applied Management and Investments (JAMI)
,Journal of Applied Mathematics
,Journal of Applied Mathematics and Physics
,Journal of Applied Pharmaceutical Science
,Journal of Applied Pharmacy
,Journal of Arts and Humanities
,"Journal of Arts, Literature, Humanities and Social Sciences (JALHSS) (despite being indexed by DOAJ)"
,Journal of Automation and Control Engineering (JOACE)
,Journal of Ayurveda and Holistic Medicine (JAHM)
,Journal of Ayurveda and Integrated Medical Sciences (JAIMS)
,Journal of Basic and Environmental Sciences (JBES)
,Journal of Behavioral and Brain Science
,Journal of Behavioral Health
,Journal of Behavioral Sciences in Asia
,Journal of Bio Innovation
,Journal of Biological and Scientific Opinion (JBSO)
,Journal of Biological Sciences and Medicine (JBSM)
,Journal of Biomaterials and Nanobiotechnology
,Journal of Biomedical and Pharmaceutical Research (JBPR)
,Journal of Biomedical Science and Engineering
,Journal of Biophysical Chemistry
,Journal of Bioscience and Technology (JBST)
,Journal of Biosciences and Medicines
,Journal of Biospectracal
,Journal of Building Construction and Planning Research
,Journal of Business & Economic Policy (JBEP)
,Journal of Business Management and Applied Economics
,Journal of Business Management and Economic Studies (JBMES)
,Journal of Business Studies Quarterly (JBSQ)
,Journal of Cancer Epidemiology
,Journal of Cancer Therapy
,Journal of Cardiac Surgery
,Journal of Cardiovascular Development and Disease
,Journal of Chemical and Pharmaceutical Research
,Journal of Chemical and Pharmaceutical Sciences
,"Journal of Chemical, Biological and Physical Sciences (JCBPSC)"
,Journal of Chemistry
,Journal of Clean Energy Technologies (JOCET)
,Journal of Clinical & Translational Ophthalmology
,Journal of Clinical and Analytical Medicine (JCAM)
,Journal of Clinical and Medical Images
,Journal of Clinical Medicine
,Journal of Clinical Pharmacy and Therapeutics
,Journal of Coastal Life Medicine
,Journal of Combustion
,"Journal of Communications Technology, Electronics and Computer Science (JCTECS)"
,Journal of Composites Science
,Journal of Computer and Communications
,Journal of Computer Networks and Communications
,Journal of Computers
,Journal of Computing
,Journal of Computing Technologies (JCT)
,Journal of Contemporary Issues in Business Research
,Journal of Contemporary Management Sciences (JCMS)
,Journal of Contemporary Medical Education
,Journal of Control Science and Engineering
,"Journal of Cosmetics, Dermatological Sciences and Applications"
,Journal of Cosmology
,Journal of Crystallization Process and Technology
,Journal of Current Pharma Research
,Journal of Current Research in Science (JCRS)
,Journal of Current Trends in Big Data Analytics
,Journal of Cybersecurity and Privacy
,Journal of Data Analysis and Information Processing
,Journal of Developmental Biology
,Journal of Diabetes Mellitus
,Journal of Diabetes Research
,Journal of Drug Discovery and Therapeutics (JDDT)
,Journal of Economics and Banking
,Journal of Economics and Engineering
,Journal of Economics and Political Economy
,"Journal of Economics, Business and Management (JOEBM)"
,Journal of Education & Social Policy (JESP)
,Journal of Education and Social Science
,Journal of Education and Sociology
,Journal of Electrical and Computer Engineering
,Journal of Electrical Engineering
,Journal of Electrical Engineering and Science (JEES)
,Journal of Electromagnetic Analysis and Applications
,Journal of Electronics Cooling and Thermal Control
,Journal of ELT and Applied Linguistics (JELTAL)
,Journal of Emerging Trends in Computing and Information Sciences
,Journal of Encapsulation and Adsorption Sciences
,Journal of Energy
,Journal of Engineering
,Journal of Engineering and Applied Mathematics (JEAM)
,Journal of Engineering Innovation & Research (JEIR)
,Journal of Engineering Technology (JoET) (hijacker of a legitimate journal)
,Journal of English Language and Literature (JOELL)
,Journal of English Language Teaching and Linguistics
,Journal of Entomology and Zoology Studies
,Journal of Environment and Life Sciences (JELS)
,Journal of Environmental and Occupational Science
,Journal of Environmental and Public Health
,Journal of Environmental Biology
,Journal of Environmental Hydrology
,Journal of Environmental Nanotechnology
,Journal of Environmental Protection
,Journal of Environmental Research and Development (JERAD)
,"Journal of Environmental Science, Computer Science and Engineering & Technology (JECET)"
,Journal of Evidence Based Medicine and Healthcare (JEBMH)
,Journal of Evolution of Research in Dermatology and Venerology (JERDV)
,Journal of Evolution of Research in Human Physiology (JERPH)
,Journal of Evolution of Research in Medical Microbiology (JERMM)
,Journal of Evolution of Research in Medical Pharmacology (JERMP)
,Journal of Evolution of Research in Paediatrics and Neonatology (JERPN)
,Journal of Excellence in Computer Science and Engineering (JECSE)
,Journal of Experimental and Theoretical Analyses
,Journal of Experimental Biology and Agricultural Sciences (JEBAS)
,Journal of Experimental Sciences
,Journal of Financial Education
,Journal of Financial Risk Management
,Journal of FisheriesSciences.com
,"Journal of Flow Control, Measurement & Visualization"
,Journal of Food Biochemistry
,Journal of Food Processing and Preservation
,Journal of Food Quality
,"Journal of Food, Agriculture and Environment (JFAE)"
,Journal of Function Spaces
,Journal of Functional Biomaterials
,Journal of Functional Morphology and Kinesiology
,Journal of Fundamental and Applied Sciences
,Journal of Fungi
,Journal of Genetic and Environmental Resources Conservation (JGERC)
,Journal of GeoEnergy
,Journal of Geographic Information System
,Journal of Geoscience and Environment Protection
,Journal of Geotechnical and Transportation Engineering
,Journal of Global Biosciences
,Journal of Global Business Management
,Journal of Global Innovations in Agricultural and Social Sciences (JGIASS)
,Journal of Global Pharma Technology (JGPT)​
,Journal of Global Research in Computer Science (JGRCS)
,Journal of Health Economics and Outcomes Research (JHEOR)
,"Journal of Health, Sport and Tourism"
,Journal of Healthcare Engineering
,Journal of HerbMed Pharmacology (JHP)
,"Journal of High Energy Physics, Gravitation and Cosmology"
,Journal of Human Resource and Adult Learning
,Journal of Human Resource and Sustainability Studies
,Journal of Humanities and Cultural Studies R&D
,Journal of Hydrology and Environment Research (JHER)
,Journal of IMAB
,Journal of Imaging
,"Journal of Immune Based Therapies, Vaccines and Antimicrobials"
,Journal of Immunology Research
,Journal of Industrial and Intelligent Information (JIII)
,Journal of Information Management (JIM)
,Journal of Information Security
,Journal of Innovations in Applied Pharmaceutical Science (JIAPS)
,Journal of Innovations in Pharmaceuticals and Biological Sciences (JIPBS)
,Journal of Innovative Biology (JIB)
,Journal of Innovative Engineering
,Journal of Innovative Research and Solutions (JIRAS)
,Journal of Intelligence
,Journal of Intelligent Learning Systems and Applications
,Journal of Intercultural Ethnopharmacology
,Journal of Interdisciplinary Histopathology
,Journal of International Academic Research for Multidisciplinary (JIARM)
,Journal of International Anatolia Sport Science (Uluslararası Anadolu Spor Bilimleri Dergisi)
,Journal of International Dental and Medical Research (JIDMR)
,Journal of International Environmental Application & Science
,Journal of International Management Studies
,Journal of International Oral Health (published by Medknow)
,Journal of Interventional Cardiology
,Journal of Investigational Biochemistry
,"Journal of Knowledge Management, Economics and Information Technology"
,Journal of Language and Literature
,Journal of Law and Ethics
,Journal of Lipids
,Journal of Low Power Electronics and Applications
,Journal of Management and Architecture Research (JOMAAR)
,Journal of Manufacturing and Materials Processing
,Journal of Marine Science and Engineering
,Journal of Marine Sciences
,Journal of Materials and Environmental Science (JMES)
,Journal of Materials Science and Chemical Engineering
,Journal of Mathematical Finance
,Journal of Mathematics
,Journal of Mathematics and Technology
,Journal of Media & Mass Communication
,Journal of Media Critiques (JMC)
,Journal of Medical Biomedical and Applied Sciences
,Journal of Medical Pharmaceutical and Allied Sciences (JMPAS)
,Journal of Medical Research and Practice (JMRP)
,Journal of Medical Science and Clinical Research (JMSCR)
,Journal of Medical Science and Technology
,Journal of Microbiology and Antimicrobial Agents (JMAA)
,Journal of Middle East and North Africa Sciences (Journal of MENA Sciences)
,Journal of Middle East Applied Science and Technology (JMEAST)
,Journal of Minerals and Materials Characterization and Engineering
,Journal of Modern Physics
,Journal of Modern Science & Heritage
,Journal of Modern Science And Technology
,Journal of Molecular Pathology
,Journal of Molecular Pathophysiology
,Journal of Multidisciplinary Developments (JOMUDE)
,Journal of Multidisciplinary Engineering Science and Technology (JMEST)
,Journal of Multidisciplinary Engineering Science Studies (JMESS)
,Journal of Nano Innovation
,Journal of Nanomaterials
,Journal of Nanotechnology
,Journal of Nanotheranostics
,Journal of Natural Products
,Journal of Nature and Science (JNSCI)
,Journal of Neurology & Neuromedicine
,Journal of New Sciences
,Journal of Novel Applied Sciences
,Journal of Nuclear Engineering
,Journal of Nucleic Acids
,Journal of Nursing Management
,Journal of Nutrition and Metabolism
,Journal of Obesity
,Journal of Oncology
,Journal of Ophthalmology
,Journal of Optimization
,Journal of Osteoporosis
,"Journal of Otorhinolaryngology, Hearing and Balance Medicine"
,Journal of Parasitology Research
,Journal of Pathogens
,Journal of Personalized Medicine
,Journal of Pharmaceutical and Bioanalytical Science (JPB Science)
,Journal of Pharmaceutical and Biological Sciences (JPABS)
,Journal of Pharmaceutical and Biomedical Sciences (JPBMS)
,"Journal of Pharmaceutical, Chemical and Biological Sciences (JPCBS)"
,Journal of Pharmacognosy and Phytochemistry
,Journal of Pharmacology and Pharmacotherapeutics (published by Medknow)
,Journal of Pharmacy & Pharmaceutical Sciences
,Journal of Pharmacy Practice and Community Medicine
,Journal of Pharmacy Research (JPR)
,Journal of Physical Education Research (JOPER)
,Journal of Physical Therapy Science (JPTS)
,Journal of Postharvest Technology
,Journal of Power and Energy Engineering
,Journal of Pregnancy
,Journal of Probability and Statistics
,Journal of Process Management and New Technologies International (JPMNT)
,Journal of Psychology and Theology
,Journal of Quantum Information Science
,Journal of Rare Diseases Research & Treatment
,Journal of Renewable Energy
,Journal of Research and Opinion (inactive)
,Journal of Research in Anaesthesology and Pain Medicine (JRAP)
,Journal of Research in Biology
,Journal of Research in Computers and Technology (JRCT)
,Journal of Research in Ecology (JRE)
,Journal of Research in Forensic Medicine and Toxicology (JRFMT)
,Journal of Research in General Surgery and Laparoscopy (JEGSL)
,Journal of Research in Human Anatomy and Embryology (JRHAE)
,"Journal of Research in Obstetrics, Gynaecology and Infertility (JROGI)"
,Journal of Research in Preventive and Social Medicine (JRPSM)
,Journal of Research in Psychiatry and Behavioural Sciences (JRPBS)
,"Journal of Research in Radiodiagnosis, Teleradiology and Imaging (JRRTI)"
,Journal of Research in Traditional Medicine (JRTM)
,Journal of Respiration
,Journal of Risk and Financial Management
,Journal of Robotics
,Journal of Science
,Journal of Science and Its Applications (JOSAIA)
,Journal of Science and Technology Advances
,Journal of Science Editing
,Journal of Scientific and Engineering Research
,Journal of Scientific Letters
,Journal of Scientific Research and Development (also here)
,Journal of Scientific Research in Pharmacy (JSRP)
,Journal of Scientific Research in Physical & Mathematical Sciences
,Journal of Scientific Theory and Methods
,"Journal of Scientometric Research (published by eManuscript, a publishing division of Phcog.Net)"
,Journal of Sensor and Actuator Networks
,Journal of Sensor Technology
,Journal of Sensors
,Journal of Service Science and Managemenent
,Journal of Signal and Information Processing
,Journal of Skin Cancer
,Journal of Smoking Cessation
,Journal of Social Issues & Humanities
,Journal of Software Engineering and Applications
,Journal of Software (JSW)
,Journal of Southwest Jiaotong University (hijacker of a legitimate journal)
,Journal of Spectroscopy
,Journal of Sports Medicine
,Journal of Studies in Social Sciences and Humanities (JSSSH)
,Journal of Surface Engineered Materials and Advanced Technology
,Journal of Surgery & Patient Care (Surgery Open Access)
,Journal of Sustainable Bioenergy Systems
,Journal of Talent Development and Excellence (JTDE) (hijacker of a legitimate journal)
,Journal of Telecommunications
,Journal of Textile Science and Technology
,Journal of The International Association of Advanced Technology and Science (JIAATS)
,Journal of the Pancreas (JOP)
,Journal of the Renin-Angiotensin-Aldosterone System
,Journal of Theoretical and Applied Electronic Commerce Research
,Journal of Theoretical and Applied Information Technology (JATIT)
,Journal of Theoretical Social Psychology
,Journal of Thyroid Research
,Journal of Tissue Engineering and Regenerative Medicine
,Journal of Toxicology
,Journal of Transplantation
,Journal of Transportation Technologies
,Journal of Trends in the Development of Machinery and Associated Technology (TMT proceedings)
,Journal of Tropical Medicine
,Journal of Tuberculosis Research
,Journal of University of Shanghai for Science and Technology (JUSST) (hijacker of the legitimate journal)
,Journal of Vascular Diseases
,Journal of Water Resource and Protection
,Journal of Xenobiotics
,Journal of Xi’an Shiyou University (hijacker of a legitimate journal)
,Journal of Xi’an University of Architecture & Technology (hijacker of a legitimate journal)
,Journal of Xidian University (hijacker of a legitimate journal)
,Journal of Zoological and Botanical Gardens
,Journal of Zoological Systematics and Evolutionary Research
,Journalism and Media
,Jundishapur Journal of Health Sciences (JJHS)
,Junior Scientific Researcher
,Jurnal Teknologi Informasi Dan Komunikasi Dalam Pendidikan (published by Universitas Negeri Medan)
,Jurnal Teknologi Pendidikan (published by Universitas Negeri Medan)
,Jurnalul de Chirurgie
,Kashmir Economic Review
,Kidney and Dialysis
,Kinases and Phosphatases
,Knowledge
,Land
,LangLit
,Languages
,Laser and Particle Beams
,Laws
,Lecture Notes on Software Engineering (LNSE)
,Legal Research Development (LRD)
,Letters in Applied NanoBioScience
,LiBRI: Linguistic and Literary Broad Research and Innovation
,Life
,"Lingua: International Journal of Linguistics, Literature and Culture (Lingua- IJLLC)"
,Liquids
,Literature
,Livers
,Logics
,Logistics
,Lokavishkar International E-Journal
,Low Carbon Economy
,Lubricants
,Lymphatics
,Machine Learning and Knowledge Extraction
,Machines
,Macromol
,Magnetism
,Magnetochemistry
